year,make,model,body_styles,identifier
2009,Dodge,Ram 1500 Regular Cab,"[""Pickup""]",2A7D8258-EC20-C34F-0666-03406F045967
2009,Dodge,Ram 2500 Mega Cab,"[""Pickup""]",2E130E8F-8D8F-1BA4-EB14-78975B3A20E4
2009,Dodge,Ram 2500 Quad Cab,"[""Pickup""]",E3033E5A-EF4B-4A10-6AD7-5183E017C8B1
2009,Dodge,Ram 2500 Regular Cab,"[""Pickup""]",D8FEDF30-47A5-2462-0C6C-8F16694047CA
2009,Dodge,Ram 3500 Mega Cab,"[""Pickup""]",6932950A-45ED-4E9D-3357-5B43EF37E839
2009,Dodge,Ram 3500 Quad Cab,"[""Pickup""]",9BD8FC50-C53D-C9D5-83E2-A14181E0FD2B
2009,Dodge,Ram 3500 Regular Cab,"[""Pickup""]",5BDEB0DA-F43B-3446-383B-BDA2AA99BA4B
2009,Dodge,Sprinter 2500 Cargo,"[""Van/Minivan""]",20B48775-BA24-1F73-7407-CCB24F4E0186
2009,Dodge,Viper,"[""Coupe"", ""Convertible""]",AFD2804E-1DF4-2193-AA1E-D86AC6ECF9C9
2009,Ferrari,430 Scuderia,"[""Coupe"", ""Convertible""]",FB7B6B4E-577D-E368-8869-CEA84DD3AFAA
2009,Ferrari,599 GTB Fiorano,"[""Coupe""]",263FB830-34E9-2C2B-A5DC-4F179F8A3281
2009,Ferrari,612 Scaglietti,"[""Coupe""]",468ECAF5-2807-4B61-37C8-F597E6E1E1D1
2009,Ferrari,California,"[""Convertible""]",0DDE5182-CCF3-F2E6-843F-3CA5E40B5489
2009,Ferrari,F430,"[""Coupe"", ""Convertible""]",DCFEAD0D-243E-AAAB-779E-5667878D8A17
2009,Ford,Crown Victoria,"[""Sedan""]",ECA9D964-0ADF-9041-0A51-412DD41DE5A9
2009,Ford,E150 Cargo,"[""Van/Minivan""]",CD80850B-73F6-F8B4-C45E-DAB760CB4819
2009,Ford,E150 Super Duty Passenger,"[""Van/Minivan""]",2FC954E4-CE76-1BD5-8296-4147FD63FA7F
2009,Ford,E250 Cargo,"[""Van/Minivan""]",08BAD29D-B15D-051C-85E7-95D1F1738C12
2009,Ford,E350 Super Duty Cargo,"[""Van/Minivan""]",233C4054-0026-B0DD-6AF1-90E5F08B968B
2009,Ford,E350 Super Duty Passenger,"[""Van/Minivan""]",08888E0A-78B6-A36F-6B26-9ED5BEFCE08D
2009,Ford,Edge,"[""SUV""]",C2D22C30-6128-949D-5044-7060728B114C
2009,Ford,Escape,"[""SUV""]",CD6B06DA-E432-320D-7088-2959BB932CF3
2009,Ford,Expedition,"[""SUV""]",88177A40-7FC4-8F07-83EE-ED3C674214DE
2009,Ford,Expedition EL,"[""SUV""]",80EECF3C-5A49-FEBD-E263-028CB6BE8643
2009,Ford,Explorer,"[""SUV""]",03871472-4075-B65F-669E-A2F4E7233092
2009,Ford,Explorer Sport Trac,"[""Pickup""]",5F1F8133-BE91-A979-1B5D-09B960B85005
2009,Ford,F150 Regular Cab,"[""Pickup""]",A38EDF40-A06E-998A-5964-5DABDF24E8F3
2009,Ford,F150 Super Cab,"[""Pickup""]",80B4D97E-BA26-AB3E-0CF5-31F014D70BB0
2009,Ford,F150 SuperCrew Cab,"[""Pickup""]",B9C9B924-5FB4-C2F0-A027-A58BFD7DC010
2009,Ford,F250 Super Duty Crew Cab,"[""Pickup""]",86B7EDA1-5F8D-BC43-D476-0729F6702292
2009,Ford,F250 Super Duty Regular Cab,"[""Pickup""]",8F392597-D1DA-EC91-0205-8E10897DFFF9
2009,Ford,F250 Super Duty Super Cab,"[""Pickup""]",02011BDA-2831-0BA5-91B3-01049A2BE38F
2009,Ford,F350 Super Duty Crew Cab,"[""Pickup""]",7D2B045E-7DAA-7D33-CBB3-565EE3AE911A
2009,Ford,F350 Super Duty Regular Cab,"[""Pickup""]",F2ACCAED-D454-AA11-78D6-4BF35D5419F2
2009,Ford,F350 Super Duty Super Cab,"[""Pickup""]",A68AC0D6-66D5-5ED6-6F56-48F41F1F8D4C
2009,Ford,F450 Super Duty Crew Cab,"[""Pickup""]",1D0E03F4-3BAB-DF8A-4CD7-EFB01C8E2AFB
2009,Ford,Flex,"[""SUV""]",B05904F3-8003-FB12-C41A-5EEA728C076C
2009,Ford,Focus,"[""Coupe"", ""Sedan""]",9628A52F-1E05-247D-C6D6-8CD607C83150
2009,Ford,Fusion,"[""Sedan""]",214A8B59-8154-6707-A556-78D9F0B7930B
2009,Ford,Mustang,"[""Convertible"", ""Coupe""]",FC7C787C-D943-3E6D-CD0D-9D20D9A5344C
2009,Ford,Ranger Regular Cab,"[""Pickup""]",A5049FBE-8DDA-0770-E2B7-09F9546763FC
2009,Ford,Ranger Super Cab,"[""Pickup""]",CF07F70B-2EA1-E0FD-635D-CE5F778366EC
2009,Ford,Taurus,"[""Sedan""]",21BFA64E-A6D3-EE3B-F364-F0E323B20282
2009,Ford,Taurus X,"[""SUV""]",E303E97A-BD2F-B6E4-1D88-A5244EA890CF
2009,GMC,Acadia,"[""SUV""]",904055A6-733C-A3A9-DE53-3FDCE8159E90
2009,GMC,Canyon Crew Cab,"[""Pickup""]",05F37196-E4C7-ECD1-A158-D686D7750D56
2009,GMC,Canyon Extended Cab,"[""Pickup""]",A2F8A8FC-5042-D0FA-54B7-E00C5DE2FAB6
2009,GMC,Canyon Regular Cab,"[""Pickup""]",5A4C16F7-EFEF-59D1-2A8F-7490EC09DEF1
2009,GMC,Envoy,"[""SUV""]",CF908F26-3746-82B5-B0AA-43A7F6B13157
2009,GMC,Savana 1500 Cargo,"[""Van/Minivan""]",60EA1AAA-71B9-DA44-8917-4C098AE77084
2009,GMC,Savana 1500 Passenger,"[""Van/Minivan""]",960879F8-0E8D-2FC8-7E7C-FC1A2092EC72
2009,GMC,Savana 2500 Cargo,"[""Van/Minivan""]",E5D6C49B-03B7-7F48-2DA1-F3EB08CB40F8
2009,GMC,Savana 2500 Passenger,"[""Van/Minivan""]",5DB0CA02-40A8-0D77-4A3D-48007CD1DC1A
2009,GMC,Savana 3500 Cargo,"[""Van/Minivan""]",AB0E5481-5D2D-7B7B-EA2A-BE36052C0F99
2009,GMC,Savana 3500 Passenger,"[""Van/Minivan""]",9744D431-6C5E-7269-C2EE-31D761498425
2009,GMC,Sierra 1500 Crew Cab,"[""Pickup""]",AF9215C8-09FB-66CC-B1C6-7A55B580842C
2009,GMC,Sierra 1500 Extended Cab,"[""Pickup""]",BA184595-3C6C-053B-4647-52F2A22F8CEC
2009,GMC,Sierra 1500 Regular Cab,"[""Pickup""]",693D4D13-9402-C1C6-67BB-AF1F4D5C8162
2009,GMC,Sierra 2500 HD Crew Cab,"[""Pickup""]",CFE10FB1-6FE2-821E-3B88-3395F4F86B21
2009,GMC,Sierra 2500 HD Extended Cab,"[""Pickup""]",EBEA147D-EC9E-BD31-EB06-890BEDF5E038
2009,GMC,Sierra 2500 HD Regular Cab,"[""Pickup""]",30EE26C5-9762-E2D0-3B26-661D3A6E69FC
2009,GMC,Sierra 3500 HD Crew Cab,"[""Pickup""]",757C8457-AB11-345E-A548-4B7B16D199B5
2009,GMC,Sierra 3500 HD Extended Cab,"[""Pickup""]",18B70920-0CBF-4726-68CE-ADE9FFAF1048
2009,GMC,Sierra 3500 HD Regular Cab,"[""Pickup""]",C2CDD89E-1C0E-A20D-E33A-DE8F543109AE
2009,GMC,Yukon,"[""SUV""]",116C3A7C-0664-9B37-23A5-05188C46996E
2009,GMC,Yukon XL 1500,"[""SUV""]",333559A2-2EBA-1950-8A3F-CD3DCFE3EE97
2009,GMC,Yukon XL 2500,"[""SUV""]",0D18B17D-4B54-DF9C-2BA8-8723AB552C45
2009,Honda,Accord,"[""Sedan"", ""Coupe""]",DB9B163A-C6B0-2E75-D4DD-7E2777817A0F
2009,Honda,Civic,"[""Coupe"", ""Sedan""]",F1A082A6-C9F7-7CD1-9ACD-8F0D7C25FCBD
2009,Honda,CR-V,"[""SUV""]",4401DE70-1C53-1F6A-3295-F1277E54ACAD
2009,Honda,Element,"[""SUV""]",6A4EBB30-C39E-97E6-3BA7-AEA75645E1EF
2009,Honda,Fit,"[""Hatchback""]",2538DE64-744F-10D4-D34C-8E6422C10956
2009,Honda,Odyssey,"[""Van/Minivan""]",6B6E5452-1DAA-9805-3AD3-0741F0303731
2009,Honda,Pilot,"[""SUV""]",F4D51551-E6C0-AE85-9CD0-8C507ED03EF7
2009,Honda,Ridgeline,"[""Pickup""]",D242256A-70E4-274A-6547-9E39FF2A6FA4
2009,Honda,S2000,"[""Convertible""]",4BAF9CE2-30FE-A9C9-0DF6-57F8A222205A
2009,HUMMER,H2,"[""SUV""]",2A1C3F67-19B9-AD84-C048-44EC59F976B7
2009,HUMMER,H3,"[""SUV""]",483CA2CD-33C9-6560-75E3-2BB64D6E1BDB
2009,HUMMER,H3T,"[""Pickup""]",BD0A5CA9-0195-E19C-6FAF-F63D4E68BAC7
2009,Hyundai,Accent,"[""Hatchback"", ""Sedan""]",A735E0E3-7A1E-81D8-1092-8BBA052CA0F2
2009,Hyundai,Azera,"[""Sedan""]",CD770342-9476-33F8-5DE1-C478C74F04FB
2009,Hyundai,Elantra,"[""Sedan"", ""Wagon""]",0C582C32-3E60-F9D2-F579-38A36AC16F50
2009,Hyundai,Genesis,"[""Sedan""]",92272DEA-F152-E618-6455-64F540686F0B
2009,Hyundai,Santa Fe,"[""SUV""]",5EEB3F32-1AEA-8A5C-1E92-FF751300E0B7
2009,Hyundai,Sonata,"[""Sedan""]",C2599F66-C78A-28A7-AABF-3393D3C277E6
2009,Hyundai,Tucson,"[""SUV""]",494FE22B-7B9A-AAE9-ADAD-96252028AEB1
2009,Hyundai,Veracruz,"[""SUV""]",201D6927-99DB-6D00-0AC8-59C11BE5063E
2009,INFINITI,EX,"[""SUV""]",09E21729-8850-3494-B754-B727B1E643AE
2009,INFINITI,FX,"[""SUV""]",9F94B851-6BFD-C4D0-D4A6-E84BC7D923DB
2009,INFINITI,G,"[""Coupe"", ""Sedan"", ""Convertible""]",C2228530-D909-4C8E-5264-47F1032FF6D1
2009,INFINITI,M,"[""Sedan""]",5E87105B-6735-387B-A775-1AE1F9196710
2009,INFINITI,QX,"[""SUV""]",9F66B4FF-6231-1143-1F6F-15625DF86857
2009,Jaguar,XF,"[""Sedan""]",3483F6AF-5DB2-2D67-C1DF-87AF1CA04AFB
2009,Jaguar,XJ,"[""Sedan""]",EF97B39F-EACD-53D0-E0BE-A5FF6C44505E
2009,Jaguar,XK,"[""Convertible"", ""Coupe""]",29FD435C-3E03-5A04-4B62-62733E5F9F01
2009,Jeep,Commander,"[""SUV""]",F88BE15A-3FC1-D292-DC7B-8FCC5731191D
2009,Jeep,Compass,"[""SUV""]",2E0AB489-8DA2-80C6-8FB3-B31DC72D65E5
2009,Jeep,Grand Cherokee,"[""SUV""]",F465D1A5-937A-7495-1AA3-20B1D1B24CE6
2009,Jeep,Liberty,"[""SUV""]",63F8CAE4-A4BB-DE8D-DA44-8EBAC33CF749
2009,Jeep,Patriot,"[""SUV""]",D95F71E4-DBDB-5CA4-9959-ADFBD333395E
2009,Jeep,Wrangler,"[""SUV""]",9149DCD9-5409-007A-52B6-CCC63E7301A1
2009,Kia,Amanti,"[""Sedan""]",F2CFD568-B7AB-1AD7-7B5C-1C303C3C41E5
2009,Kia,Borrego,"[""SUV""]",530D103E-515C-29D8-AC9A-AFD2DEA8219D
2009,Kia,Optima,"[""Sedan""]",F9133019-9900-9816-77BD-D92BE6C48B65
2009,Kia,Rio,"[""Sedan"", ""Hatchback""]",DE0B1AFE-43A7-7C4F-576B-441974F1BDAE
2009,Kia,Rondo,"[""Wagon""]",577B8ADB-50CB-34CE-E66E-70E4BEFEC170
2009,Kia,Sedona,"[""Van/Minivan""]",207CB98D-65C0-23EC-A13B-0C701FD12D7D
2009,Kia,Sorento,"[""SUV""]",B028B688-CB30-3E03-C783-C88AD1B04D57
2009,Kia,Spectra,"[""Sedan"", ""Hatchback""]",7CEA29C8-0C37-B445-BC66-5054B514DEEF
2009,Kia,Sportage,"[""SUV""]",9B3DF932-F6FF-D160-1C55-FEA4521C3712
2009,Lamborghini,Gallardo,"[""Convertible"", ""Coupe""]",C342A832-220F-CC00-EBC6-374082A3F02A
2009,Lamborghini,Murcielago,"[""Convertible"", ""Coupe""]",596BBAE5-867D-9808-564D-7F3DF2141132
2009,Land Rover,LR2,"[""SUV""]",154B6053-D31E-5D2B-C3A2-16469A506229
2009,Land Rover,LR3,"[""SUV""]",77F0D4D2-489E-B8B8-0F47-DA3A0FF4680C
2009,Land Rover,Range Rover,"[""SUV""]",DCAC4A79-1A57-AA06-3B1E-B44B62F213C2
2009,Land Rover,Range Rover Sport,"[""SUV""]",403F663C-FBF7-5190-365F-D4B7E6AEEC88
2009,Lexus,ES,"[""Sedan""]",80F5A827-136E-F5FF-166B-021AD5AE3F45
2009,Lexus,GS,"[""Sedan""]",CBE066A9-7CF0-4C98-E6E0-76F6F58876B0
2009,Lexus,GX,"[""SUV""]",95D61FF9-67F1-69E3-7BC2-BFB8C96D60C5
2009,Lexus,IS,"[""Sedan""]",662FE71F-FE42-AC6F-9C2E-1E5AA78E7094
2009,Lexus,IS F,"[""Sedan""]",1F85C771-FD65-BA85-A37E-DBB62316F39B
2009,Lexus,LS,"[""Sedan""]",8BDB419A-E70B-181C-6EF0-05552D2EC4EB
2009,Lexus,LX,"[""SUV""]",A101A830-6810-827B-F290-9542CA2C9093
2009,Lexus,RX,"[""SUV""]",8A884D29-18D4-0AD1-0EFD-05B824B6BDCA
2009,Lexus,SC,"[""Convertible""]",CE2099DA-9EE0-E9E9-FA51-3F6E5579AAE6
2009,Lincoln,MKS,"[""Sedan""]",421E639D-832D-664C-E453-7A0633BF4121
2009,Lincoln,MKX,"[""SUV""]",64383E2E-40F4-772F-EF55-D312E6E01FDF
2009,Lincoln,MKZ,"[""Sedan""]",B473F8D0-CA9B-7B86-3DE3-AA48784FD985
2009,Lincoln,Navigator,"[""SUV""]",77DEF692-B13D-5242-A04D-EB5076B168EB
2009,Lincoln,Navigator L,"[""SUV""]",6AB454BC-46D4-1274-F70A-BBF5FE83FA8F
2009,Lincoln,Town Car,"[""Sedan""]",E5BB6CB9-4356-015F-2F11-EBC37E64D89F
2009,Lotus,Elise,"[""Coupe""]",64AF5B98-D122-A215-5F1F-61B049C025B7
2009,Lotus,Exige,"[""Coupe""]",6755E909-4118-24CE-AB57-0AE455D8BA65
2009,Maserati,GranTurismo,"[""Coupe""]",609BB69D-2D9B-E8B4-3CE5-FA6E94869113
2009,Maserati,Quattroporte,"[""Sedan""]",4DC3B892-B730-21C6-AAE6-8B098E82608E
2009,Maybach,57,"[""Sedan""]",6060DB2C-46DD-EF4F-F193-96497FC996CF
2009,Maybach,62,"[""Sedan""]",ADFF6105-1160-4E0C-A0E6-DFD8965E9B2D
2009,MAZDA,B-Series Extended Cab,"[""Pickup""]",B10B4E33-C04A-7DAB-783A-98B4DAB2A825
2009,MAZDA,B-Series Regular Cab,"[""Pickup""]",40366412-A31D-2E7D-90D4-CBB1F4BCB890
2009,MAZDA,CX-7,"[""SUV""]",63983F09-DA17-5B13-45F6-02B7A9FAA3F3
2009,MAZDA,CX-9,"[""SUV""]",0737E18E-23FD-D91C-4E30-84F55698BE50
2009,MAZDA,MAZDA3,"[""Sedan"", ""Hatchback""]",1C466492-40D3-A73F-D2FF-60C2332CBEBC
2009,MAZDA,MAZDA5,"[""Van/Minivan""]",D5AEED6E-8B18-9CA2-228D-D2DD49F3C8DD
2009,MAZDA,MAZDA6,"[""Sedan""]",656C4884-3CA4-F81C-1408-A56A93C24E71
2009,MAZDA,MX-5 Miata,"[""Convertible""]",CC33D74F-1265-4DF8-D1A3-1C412683BAFF
2009,MAZDA,RX-8,"[""Coupe""]",7B060AAF-C1EB-1D81-2B43-9A21DB2CF6EE
2009,MAZDA,Tribute,"[""SUV""]",FEC00500-89EF-C70B-57C6-CCE3CFBE555E
2009,Mercedes-Benz,C-Class,"[""Sedan""]",389A1FBF-36F8-BFFF-2FD7-8B8143C99224
2009,Mercedes-Benz,CL-Class,"[""Coupe""]",447B3B29-0E7F-A477-6A89-D6E91A8B6AEA
2009,Mercedes-Benz,CLK-Class,"[""Coupe"", ""Convertible""]",848F7389-A284-2E43-866D-275F79D3EC8D
2009,Mercedes-Benz,CLS-Class,"[""Coupe""]",FE40CD02-3B0F-7950-B277-E758D48E0CCA
2009,Mercedes-Benz,E-Class,"[""Sedan"", ""Wagon""]",C13251CF-D36A-5E72-CA87-E63BCC977BC0
2009,Mercedes-Benz,G-Class,"[""SUV""]",5D0214D1-A279-2635-1FD2-DECF82A577C4
2009,Mercedes-Benz,GL-Class,"[""SUV""]",48E796B1-16D7-6313-4E03-5939E0E1C516
2009,Mercedes-Benz,M-Class,"[""SUV""]",59993E2B-9C1E-5212-A629-DF536143A5C6
2009,Mercedes-Benz,R-Class,"[""Wagon""]",ED587F22-52DA-DDE2-0DF5-63DCD20555B1
2009,Mercedes-Benz,S-Class,"[""Sedan""]",803474A4-2D4A-B437-DBD3-2C5A2DAAB7DF
2009,Mercedes-Benz,SL-Class,"[""Convertible""]",9A2A82C6-2B9C-8F16-1E67-A96CE736E0F3
2009,Mercedes-Benz,SLK-Class,"[""Convertible""]",5F322D0F-F899-F960-E2DC-21D899675758
2009,Mercedes-Benz,SLR McLaren,"[""Convertible""]",AA93C7AC-F559-7909-1564-5A7B81527CAC
2009,Mercury,Grand Marquis,"[""Sedan""]",30BACA4F-A752-09A6-C345-15FB8BE3A70E
2009,Mercury,Mariner,"[""SUV""]",06A39A99-CF54-6B25-DB17-396FC6855E0E
2009,Mercury,Milan,"[""Sedan""]",BB11FDEC-CECA-0808-F46B-5AF1E61EA8F9
2009,Mercury,Mountaineer,"[""SUV""]",45B8A5DE-B496-EBB7-D4BA-E9EB054D9C70
2009,Mercury,Sable,"[""Sedan""]",1CA39169-A57E-49E1-5406-0234052D238A
2009,MINI,Clubman,"[""Hatchback""]",079C3E53-D426-6B17-4CA0-433C13C8177B
2009,MINI,Convertible,"[""Convertible""]",F5F14BB7-1FB7-1B02-7A22-5FC362F26D99
2009,MINI,Hardtop,"[""Hatchback""]",8CED639A-C440-F8A9-E4EB-E1D2DDA76C46
2009,Mitsubishi,Eclipse,"[""Coupe"", ""Convertible""]",D57380BC-B7D0-56F5-0947-183BC33261DB
2009,Mitsubishi,Galant,"[""Sedan""]",5D677B46-FD65-4CD0-2C0F-C3214C66767F
2009,Mitsubishi,Lancer,"[""Sedan""]",8AED2CFA-9876-288F-2DEE-D9B7B109CC21
2009,Mitsubishi,Outlander,"[""SUV""]",F5ECCAD9-DA25-EC40-3E77-CDDEACEFE3EA
2009,Mitsubishi,Raider Double Cab,"[""Pickup""]",251E5BC8-F338-ADC0-709B-3DAA5A172B1D
2009,Mitsubishi,Raider Extended Cab,"[""Pickup""]",1E8D5AA8-771D-642B-D0DF-3DC0CB89D6F5
2009,Nissan,350Z,"[""Convertible""]",8FB119D8-398B-7310-58E1-7D9914273AE4
2009,Nissan,370Z,"[""Coupe""]",A35974CE-D61A-6C90-8761-A519AE339A3D
2009,Nissan,Altima,"[""Sedan"", ""Coupe""]",8A83EB0B-88FB-E344-B0E2-FC81FBF9A0CA
2009,Nissan,Armada,"[""SUV""]",263A3BFD-DF0E-E553-28A8-0781B828E254
2009,Nissan,cube,"[""Wagon""]",844B566F-BEA1-E802-F90E-A27E415E10DE
2009,Nissan,Frontier Crew Cab,"[""Pickup""]",BAF7F71D-5540-DC45-FC5E-457A005544F2
2009,Nissan,Frontier King Cab,"[""Pickup""]",C93F6252-CCF6-8B1A-6C83-9F4C287DD601
2009,Nissan,GT-R,"[""Coupe""]",D8B1E66B-0A8F-3F21-FF6C-C6A7C6D45B8C
2009,Nissan,Maxima,"[""Sedan""]",BA3FE073-696B-24D8-DF9A-1777744F95E2
2009,Nissan,Murano,"[""SUV""]",0FA35793-93D7-3F49-B758-8A0FBB3BA634
2009,Nissan,Pathfinder,"[""SUV""]",F5BE012E-6EA1-1F99-BC6A-C55BDBBDC5EB
2009,Nissan,Quest,"[""Van/Minivan""]",92EE64CD-9BAF-E45D-D95E-239CF699CE26
2009,Nissan,Rogue,"[""SUV""]",45B39409-B6AE-C5C7-A17A-C226CB91E22A
2009,Nissan,Sentra,"[""Sedan""]",1C1F666B-47B7-C048-BB7C-9FD49ACDD6B7
2009,Nissan,Titan Crew Cab,"[""Pickup""]",8B02098F-FBCE-EBF6-185E-5F145E8711F2
2009,Nissan,Titan King Cab,"[""Pickup""]",84F23D64-A7DD-D997-3FA8-55ADA4CCA70B
2009,Nissan,Versa,"[""Sedan"", ""Hatchback""]",E551843F-2D99-EC91-CDE0-7B75A0857D68
2009,Nissan,Xterra,"[""SUV""]",CDADE04F-7D78-FA33-1AC3-3B6FDBCB050B
2009,Pontiac,G3,"[""Hatchback""]",48017201-DAAC-881D-FF00-3FEB06DED1C4
2009,Pontiac,G5,"[""Coupe""]",E51D84DB-A790-3F1D-C4FB-A8DC352FE130
2009,Pontiac,G6,"[""Sedan"", ""Coupe"", ""Convertible""]",8681D1A1-48FF-74D3-1EF7-CB1CC19ACEAB
2009,Pontiac,G6 (2009.5),"[""Coupe"", ""Sedan"", ""Convertible""]",909296CC-27AA-34D0-3719-E6EAD53AB5FC
2009,Pontiac,G8,"[""Sedan""]",D970AACE-B3A5-0D6D-80FD-2CE42B0F3375
2009,Pontiac,Solstice,"[""Convertible"", ""Coupe""]",1C372584-1925-241A-FCC9-5F461CABAFB6
2009,Pontiac,Torrent,"[""SUV""]",9FB11111-02D9-01CE-CEFC-4BFB7B565637
2009,Pontiac,Vibe,"[""Wagon""]",0E48EF74-4058-0D1A-9415-F5D408B56EEA
2009,Porsche,911,"[""Coupe"", ""Convertible""]",5C8144F8-8963-9CBE-8637-62DB75BBCCB6
2009,Porsche,Boxster,"[""Convertible""]",0333758B-C676-A23A-9A13-D8B38BCA4E3B
2009,Porsche,Cayenne,"[""SUV""]",12E4EA96-111D-08DB-35B0-C2F1A7080378
2009,Porsche,Cayman,"[""Coupe""]",BCDB5B8B-1996-7712-1D98-B3A9ADCC0119
2009,Rolls-Royce,Phantom,"[""Convertible"", ""Coupe"", ""Sedan""]",970265EA-E535-9A67-BE0C-9978C598FF17
2009,Saab,3-Sep,"[""Sedan"", ""Convertible"", ""Wagon""]",E8ADFCCD-E791-8804-F416-7E23EE3912DA
2009,Saab,5-Sep,"[""Sedan"", ""Wagon""]",917D8CE9-1689-4A1E-6D89-56AACE98A489
2009,Saab,9-7X,"[""SUV""]",775FFBE6-A6C7-90C8-52AC-A233892BF393
2009,Saturn,Aura,"[""Sedan""]",5DDCFFF4-4060-1D4B-8D7A-C8BA31EB3149
2009,Saturn,Outlook,"[""SUV""]",4EA47990-9366-B2DA-2AC7-256371E310AA
2009,Saturn,SKY,"[""Convertible""]",9EF57602-6A1D-AE33-46FB-233F7C170A90
2009,Saturn,VUE,"[""SUV""]",08A87E02-167C-007C-1373-223E400EA1D1
2009,Scion,tC,"[""Coupe""]",ADCFD616-DB92-F9B8-5D37-4F6A9AA3EBAB
2009,Scion,xB,"[""Hatchback""]",AF13B261-0462-5CBB-D22A-B5B752780BE1
2009,Scion,xD,"[""Hatchback""]",C13B2423-D141-1ECC-5D9F-9217C439E1D8
2009,smart,fortwo,"[""Hatchback"", ""Convertible""]",A2FDC0B3-A679-4F42-28A8-F778616467C2
2009,Subaru,Forester,"[""SUV""]",44798CE1-64F5-C571-479C-860377DA19E5
2009,Subaru,Impreza,"[""Sedan"", ""Wagon""]",6D1AAA67-5244-D288-1B66-57C64707A049
2009,Subaru,Legacy,"[""Sedan""]",214C1BFE-ADC0-372D-1971-F879B21F2A37
2009,Subaru,Outback,"[""Wagon""]",6C1BCA15-2E01-6814-29DC-FD9B7B1BD5A8
2009,Subaru,Tribeca,"[""SUV""]",3E4B0121-4C7B-64E3-8B83-8BCFCEBEA45F
2009,Suzuki,Equator Crew Cab,"[""Pickup""]",B0C306B1-2474-C046-43CF-8564E7AD9D25
2009,Suzuki,Equator Extended Cab,"[""Pickup""]",51813EE6-7FE2-EE11-E4A5-611059DC48C7
2009,Suzuki,Grand Vitara,"[""SUV""]",968074D3-6480-D5A4-A0B1-1856CC3ACE8F
2009,Suzuki,SX4,"[""Sedan"", ""Hatchback""]",1BEE0869-9176-2DBD-05A3-F4FB59F33581
2009,Suzuki,XL7,"[""SUV""]",199F06DC-25C0-D391-AE51-E197280FECF1
2009,Toyota,4Runner,"[""SUV""]",D3214115-1E15-F906-B3EC-753AA7842F0F
2009,Toyota,Avalon,"[""Sedan""]",98AA0AC7-FA1A-A80C-C400-6D2C811DE631
2009,Toyota,Camry,"[""Sedan""]",814014A3-50D1-9910-551C-1B79FEA35458
2009,Toyota,Corolla,"[""Sedan""]",C4867B56-2B66-CE19-15A5-8326EE13E729
2009,Toyota,FJ Cruiser,"[""SUV""]",5EC7105B-5757-96E8-5D23-406FFC0E2E9A
2009,Toyota,Highlander,"[""SUV""]",615DC4AA-7EA2-FFB1-E670-C090FBDA00BE
2009,Toyota,Land Cruiser,"[""SUV""]",1FAE393D-EFEF-72F8-DA6C-9705536DC7AF
2009,Toyota,Matrix,"[""Wagon""]",CA73C428-E777-432F-9C84-DFD0489A4B0A
2009,Toyota,Prius,"[""Hatchback""]",29186F02-F0F7-F06D-9DBD-B96E41E3A2FB
2009,Toyota,RAV4,"[""SUV""]",43B5F8A5-0892-498D-B2AF-F4F7870B2F02
2009,Toyota,Sequoia,"[""SUV""]",CAE4B885-33D7-3E48-E162-4C9C37467C75
2009,Toyota,Sienna,"[""Van/Minivan""]",5B7CE82C-10FC-844C-0DB5-27558A9B04D2
2009,Toyota,Tacoma Access Cab,"[""Pickup""]",67077E11-42DC-C2AF-CB48-835EE4E2CD3F
2009,Toyota,Tacoma Double Cab,"[""Pickup""]",5613195D-3F1C-0379-CBF5-0854582358E0
2009,Toyota,Tacoma Regular Cab,"[""Pickup""]",84545465-9B31-FA9C-592F-ABAEC3C4341E
2009,Toyota,Tundra CrewMax,"[""Pickup""]",DF7C37EF-E367-4AA4-BBB7-6BD48D541FFE
2009,Toyota,Tundra Double Cab,"[""Pickup""]",E1A00C66-578D-80B9-122D-DA6CF2903EBC
2009,Toyota,Tundra Regular Cab,"[""Pickup""]",85301765-A170-ED29-7316-FCBA8A53633B
2009,Toyota,Venza,"[""Wagon""]",F94E61D5-054C-EA8C-0EB3-2F85E5033B4E
2009,Toyota,Yaris,"[""Hatchback"", ""Sedan""]",2B13CAF6-4095-E2E0-37A1-B7EA946E48B0
2009,Volkswagen,CC,"[""Sedan""]",30C41DF9-7E83-8F65-88D5-5F59437847E9
2009,Volkswagen,Eos,"[""Convertible""]",3CA2F0BE-5A9E-8C6C-980E-D9576D66DE76
2009,Volkswagen,GLI,"[""Sedan""]",94EBB63A-706F-DCE2-EA41-F077760EC87F
2009,Volkswagen,GTI,"[""Hatchback""]",6BA903D4-22D7-9069-B670-218259BEA283
2009,Volkswagen,Jetta,"[""Sedan"", ""Wagon""]",69B29D18-49B0-904A-DD8E-C4B28324B453
2009,Volkswagen,New Beetle,"[""Hatchback"", ""Convertible""]",6BAD9072-83D0-DDE5-7237-FD228FF5247C
2009,Volkswagen,Passat,"[""Wagon"", ""Sedan""]",052B7FB7-0040-351D-CB4B-7ABBC277C45F
2009,Volkswagen,Rabbit,"[""Hatchback""]",78B71716-A7C6-06D3-116E-C11D8ABC6EFD
2009,Volkswagen,Routan,"[""Van/Minivan""]",5874743A-3F97-0782-CEE0-B0DFAFA52326
2009,Volkswagen,Tiguan,"[""SUV""]",9FD8F1B0-7768-0AC8-52F5-E2125A8A55E1
